name,steam_appid,required_age,legal_notice,platforms,categories,genres,recommendations,achievements,release_date,price,english,developer,publisher
My Vow to My Liege,1146970,0,,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,Casual;Indie,{'total': 3511},35,2020-09-21,9.99,1,YETU GAME,方块游戏(CubeGame)
The Terrible Old Man,1147030,0,,windows,Single-player;Steam Achievements,Adventure;Free to Play,,6,2019-10-10,0.0,1,Cloak and Dagger Games,Cloak and Dagger Games
Azur Lane Crosswave,1150080,0,"©2020 IDEA FACTORY / COMPILE HEART / FELISTELLA / Manjuu Co.,Ltd. & Yongshi Co.,Ltd. / Yostar, Inc. All rights reserved. Licensed to and published by Idea Factory International, Inc.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,Action;Adventure;RPG,{'total': 6446},27,2020-02-13,39.99,1,IDEA FACTORY;COMPILE HEART;FELISTELLA,Idea Factory International
Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,1150640,13,"©1996 KAZUKI TAKAHASHI<br />
©2017 NAS・TV TOKYO<br />
©2016 Konami Digital Entertainment",windows,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Family Sharing,Simulation,{'total': 3061},24,2020-03-24,39.99,1,Other Ocean Emeryville,KONAMI
Gloomwood,1150760,0,© New Blood Interactive,windows,Single-player;Steam Cloud;Family Sharing,Action;Indie;Early Access,{'total': 4533},0,2022-09-05,19.99,1,Dillon Rogers;David Szymanski,New Blood Interactive
Timelie,1150950,0,,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Adventure;Indie;Strategy,{'total': 1613},22,2020-05-20,17.99,1,Urnique Studio,Urnique Studio
SpellForce 3 Fallen God,1154040,0,"© 2020 by THQ Nordic GmbH, Austria. Developed by Grimlore Games GmbH, Germany. Published by THQ Nordic GmbH. SpellForce is a registered trademark of THQ Nordic AB, Sweden. All other brands, product names and logos are trademarks or registered trademarks of their respective owners.",windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor;Family Sharing,RPG;Strategy,{'total': 1152},35,2020-11-03,19.99,1,Grimlore Games,THQ Nordic
Aragami 2,1158370,0,© 2021 Lince Works S.L. All rights reserved. The Lince Works and Aragami logos and all other trademarks used herein are owned by Lince Works S.L. or its licensors and may be registered in some countries. Other company and product names used herein may be trademarks of their respective owners and are used for the benefit of those owners.,windows,Single-player;Multi-player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Action,{'total': 2770},44,2021-09-17,34.99,1,Lince Works,Lince Works
Songs of Syx,1162750,0,,windows;mac;linux,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Family Sharing,Indie;Simulation;Strategy;Early Access,{'total': 3634},33,2020-09-21,24.99,1,Gamatron AB,Gamatron AB
Split or Steal,1162930,0,,windows,Multi-player;PvP;Online PvP;In-App Purchases,Casual;Free to Play;Simulation,,0,2020-01-31,0.0,1,Rootpew,Rootpew
Trepang2,1164940,0,"Trepang2 © 2023 Trepang Studios, Published under licence by Team17 Digital Limited.",windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Action;Indie,{'total': 6261},49,2023-06-21,29.99,1,Trepang Studios,Team17
Forbidden Art,1166140,0,,windows,Single-player;Steam Achievements;Tracked Controller Support;VR Only;Family Sharing,Action;Adventure;Indie,,13,2024-03-25,14.99,1,AIXLAB,AIXLAB
Siege Survival: Gloria Victis,1167140,0,"(c) 2021 and developed by Black Eye Games. Published by Plaion GmbH. Ravenscourt is a division of Plaion GmbH, Austria. All rights reserved.",windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor;Family Sharing,Adventure;Indie;RPG;Simulation;Strategy,{'total': 1141},41,2021-05-18,24.99,1,Black Eye Games,Ravenscourt
Barro 2020,1168660,0,,windows,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards;Remote Play Together;Family Sharing,Casual;Indie;Racing;Simulation;Sports,{'total': 1544},9,2019-11-01,4.99,1,SC Jogos,SC Jogos
XIII - Classic,1170760,0,"Van Hamme et Vance © Dargaud Benelux (Dargaud-Lombard sa), 2019. © 2003-2019 Ubisoft ©2019 Anuman Interactive SA. Published by Anuman Interactive SA. Developed by PlayMagic. Microïds is a registered trademark of Anuman Interactive SA. All rights reserved.",windows,Single-player;Family Sharing,Action,{'total': 1857},0,2020-06-11,12.99,1,Ubisoft Paris Studio,Microids
The Supper,1171370,0,The Supper © 2020 Octavi Navarro. All rights reserved.,windows,Single-player,Adventure;Casual;Free to Play;Indie,,0,2020-01-28,0.0,1,Octavi Navarro,Octavi Navarro
FINAL FANTASY III,1173790,0,"© 1990, 2021 SQUARE ENIX CO., LTD. All Rights Reserved.<br />
LOGO ILLUSTRATION: © 2006 YOSHITAKA AMANO",windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing,RPG,{'total': 1718},31,2021-07-28,17.99,1,Square Enix,Square Enix
Vecter,1175140,0,"You are free to use any parts of Vecter to create new, original audio, video, or text-based material for another video game or multimedia project, with the requirement that the game be credited by linking back to the Vecter Steam page. Any other use is permitted only after obtaining consent from the developer (Taranasus). You may request consent by contacting the developer at taranasus@gmail.com.",windows;linux,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards;Remote Play on TV,Action;Casual;Free to Play;Indie;Racing,,32,2020-10-14,0.0,1,Taranasus,Taranasus
Blackjack Championship,1178160,0,,windows;mac,Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Indie;Massively Multiplayer;Sports,,0,2020-08-25,0.0,1,BBstudio Inc.,BBstudio Inc.
Shardpunk,1183800,0,"© 2023 Retrovibe  © 2023 Clockwork Pile<br />
Shardpunk and the Shardpunk logo are trademarks of Clockwork Pile. All rights reserved.",windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Indie;RPG;Simulation;Strategy,{'total': 540},26,2023-04-13,13.99,1,Clockwork Pile,Retrovibe
Worms Rumble,1186040,0,"Worms® Rumble Developed by Team17 Digital Ltd. © 2020. Team17® and Worms®  are registered trademarks of Team17 Digital Limited. Original concept Andy Davidson. All other trademarks, copyrights and logos are property of their respective owners. Developed and published by Team17 Digital Limited.",windows,Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Family Sharing,Action;Indie,{'total': 1485},26,2020-12-01,14.99,1,Team17 Digital,Team17 Digital
Paint Warfare,1190150,0,<strong>Copyright 2023 bananadev.</strong>,windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Massively Multiplayer;Simulation;Sports;Strategy;Free to Play,,14,2022-03-06,0.0,1,bananadev.,Prevain
Seek Girl Ⅲ,1191210,0,,windows,Single-player;Steam Achievements;Steam Cloud;Family Sharing,Action;Adventure;Casual;Indie;RPG;Strategy,{'total': 2606},35,2019-12-05,0.99,1,DSGame,DSGame
Zelter,1193340,0,,windows,Single-player;Family Sharing,Action;Adventure;Indie;Early Access,{'total': 1635},0,2020-10-22,19.99,1,G1 Playground,SuperGG.com
Moncage,1195290,0,,windows,Single-player;Steam Achievements;Steam Cloud;Family Sharing,Adventure;Casual;Indie;Simulation;Strategy,{'total': 4510},15,2021-11-15,14.99,1,Optillusion,XD
Tainted Grail: Conquest,1199030,0,,windows;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Family Sharing,Action;Indie;RPG,{'total': 6425},40,2021-05-27,19.99,1,Questline,Awaken Realms
Assemble with Care,1202900,0,,windows,Single-player;Steam Achievements;Steam Cloud;Family Sharing,Casual;Indie,{'total': 5325},14,2020-03-26,7.99,1,ustwo games,ustwo games
노베나 디아볼로스,1210030,0,,windows;mac,Single-player;Steam Achievements;Family Sharing,Adventure;Indie;Simulation,{'total': 1380},70,2020-04-26,18.99,0,H5DEV Games,H5DEV Games
ZED ZONE,1211600,0,LiuWen@2021,windows,Single-player;Family Sharing,Action;Indie;RPG;Simulation;Early Access,{'total': 2740},0,2023-03-29,11.99,1,Leven Liu,INDIECN
Coromon,1218210,0,© TRAGsoft & Freedom Games - All Rights Reserved.,windows;mac,Single-player;Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Family Sharing,Adventure;Indie;RPG;Strategy,{'total': 4113},80,2022-03-31,19.99,1,TRAGsoft,Freedom Games
Galactic Mining Corp,1218500,0,,windows,Single-player;Steam Achievements;Steam Cloud;Remote Play on Tablet;Family Sharing,Action;Adventure;Indie;Simulation,{'total': 811},100,2021-05-18,12.99,1,Windybeard,Windybeard
Zup! Z,1218900,0,,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing,Casual;Indie,{'total': 3782},512,2020-12-21,1.99,1,Quiet River,Quiet River
VALKYRIE CONNECT,1222800,0,© 2021 Ateam Entertainment Inc.,windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases;Steam Cloud,Adventure;RPG;Free to Play,,0,2020-04-02,0.0,1,Ateam Entertainment Inc.,Ateam Entertainment Inc.
Sea of Solitude,1225590,0,"Germany, Austria, and Switzerland only: EA’S PRIVACY & COOKIE POLICY (privacy.ea.com/de) APPLIES. <br />
Other EU, United Kingdom, Norway, Iceland, Andorra, Bosnia and Herzegovina, Georgia, Kosovo, Macedonia (FYROM), Moldova, Monaco, Montenegro, San Marino, Serbia, Turkey, Vatican City (Holy See), Liechtenstein only: ACKNOWLEDGEMENT OF EA's PRIVACY & COOKIE POLICY (privacy.ea.com) REQUIRED TO PLAY. <br />
All other residents: ACCEPTANCE OF EA PRIVACY & COOKIE POLICY (privacy.ea.com) REQUIRED TO PLAY. <br />
<br />
INTERNET CONNECTION; EA ACCOUNT; STEAM ACCOUNT; ACCEPTANCE OF EA USER AGREEMENT (terms.ea.com) & ORIGIN END USER LICENSE AGREEMENT (ea.com/legal); AND DOWNLOAD & INSTALLATION OF THE ORIGIN CLIENT SOFTWARE (origin.com/download) REQUIRED TO PLAY. YOU MUST LINK YOUR EA AND STEAM ACCOUNTS TO PLAY; EA WILL SHARE YOUR ACCOUNT ID AND INDIVIDUAL GAME AND PLAY RECORDS WITH STEAM TO VALIDATE YOUR PURCHASE AND/OR REFUND REQUEST. ACCESS TO SOFTWARE CONTENT IS LIMITED TO ONE EA & ONE STEAM ACCOUNT & IS NON-TRANSFERABLE AFTER PURCHASE. YOU MAY NEED TO BE 13+ or 16+ TO REGISTER FOR AN EA ACCOUNT (AGE MAY VARY, SEE http://o.ea.com/ea/child-access FOR DETAILS). SOME CONTENT MAY REQUIRE GAMEPLAY TO UNLOCK. CONTENT UPDATES MAY BE DOWNLOADED AUTOMATICALLY, REQUIRE ADDITIONAL STORAGE, AND INCUR BANDWIDTH USAGE FEES. EA MAY PROVIDE CERTAIN FREE INCREMENTAL CONTENT &/OR UPDATES. EA MAY RETIRE ONLINE FEATURES AFTER 30 DAYS NOTICE POSTED ON ea.com/service-updates.<br />
<br />
EA User Agreement: terms.ea.com/de for German residents and terms.ea.com for all other residents<br />
EA Privacy & Cookie Policy: privacy.ea.com/de for German residents and privacy.ea.com for all other residents<br />
Origin EULA: ea.com/de-de/legal for German residents and ea.com/legal for all other residents",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure,{'total': 901},22,2020-06-04,19.99,1,Jo-Mei Games,Electronic Arts
OshiRabu: Waifus Over Husbandos,1233270,0,(c) SukeraSomero / Hublots,windows,Single-player;Remote Play on Phone;Remote Play on Tablet;Family Sharing,Adventure,{'total': 3596},0,2020-02-27,19.99,1,SukeraSomero,HUBLOTS;mirai works
TOGETHER BnB,1239020,0,,windows,Single-player;Family Sharing,Adventure;Casual;Indie;RPG;Simulation;Early Access,{'total': 6734},0,2021-04-09,17.99,1,AURORA Games,AURORA Games
Barro F,1239260,0,,windows,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards;Remote Play Together;Family Sharing,Casual;Indie;Racing,{'total': 1577},10,2020-02-28,0.99,1,SC Jogos,SC Jogos
Warzone 2100,1241950,0,,windows,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Steam Cloud,Free to Play;Strategy,,0,2020-02-18,0.0,1,Pumpkin Studios;Underdone Gaming;Warzone 2100 Project,Underdone Gaming
Atelier Ryza 2: Lost Legends & the Secret Fairy,1257290,0,"©2020-2021 KOEI TECMO GAMES CO., LTD. All rights reserved.",windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Remote Play on Tablet;Family Sharing,RPG,{'total': 2674},49,2021-01-25,59.99,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Bloodstained: Curse of the Moon 2,1257360,0,"©ArtPlay, Inc. / ©INTI CREATES CO., LTD.",windows,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Remote Play Together;Family Sharing,Action,{'total': 1260},19,2020-07-10,14.99,1,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD."
Puyo Puyo™ Tetris® 2,1259790,0,"©SEGA. All rights reserved. SEGA is registered in the U.S. Patent and Trademark Office. SEGA, the SEGA logo and PUYO PUYO are either registered trademarks or trademarks of SEGA CORPORATION. All other trademarks, logos and copyrights are property of their respective owners. Tetris ® & © 1985~2021 Tetris Holding.<br />
Tetris logos, Tetris theme song and Tetriminos are trademarks of Tetris Holding. The Tetris trade dress is owned by Tetris Holding. Licensed to The Tetris Company.<br />
Tetris Game Design by Alexey Pajitnov. All Rights Reserved.",windows,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Remote Play Together;Family Sharing,Action;Casual,{'total': 1552},43,2021-03-23,29.99,1,SEGA,SEGA
Seek Girl:Fog Ⅰ,1263370,0,,windows,Single-player;Steam Cloud;Family Sharing,Action;Adventure;Casual;Indie;RPG;Strategy,{'total': 4421},100,2020-08-28,3.99,1,DSGame,DSGame
鋼鉄戦記C21,1266560,0,"©2020 CyberStep, Inc.",windows;mac,Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Captions available;Steam Workshop;In-App Purchases,Action;Free to Play;Massively Multiplayer;RPG,,0,2020-10-14,0.0,0,"CyberStep, Inc.","CyberStep, Inc."
The Last Stand: Aftermath,1266840,0,© Con Artist Games Pty Ltd 2021,windows,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Family Sharing,Action;Adventure;Indie,{'total': 4747},35,2021-11-16,24.99,1,Con Artist Games,Armor Games Studios
171,1269370,0,©2022 Betagames Group Desenvolvedora de jogos Ltda. All rights reserved. All other brands or registered trademarks belong to their respective owners.,windows,Single-player;Partial Controller Support;Family Sharing,Action;Indie;Early Access,{'total': 2610},0,2022-11-17,19.99,1,Betagames Group,Betagames Group
Rift Wizard,1271280,0,,windows,Single-player;Steam Achievements;Family Sharing,Indie;RPG;Strategy,{'total': 904},21,2021-09-01,14.99,1,Dylan White,Dylan White
The Life and Suffering of Sir Brante,1272160,0,"All titles, content, publisher names, trademarks, artwork, and associated imagery are trademarks and/or copyright material of their respective owners. All rights reserved.",windows,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,Adventure;Indie;RPG;Simulation;Strategy,{'total': 5547},89,2021-03-04,19.99,1,Sever,101XP
King of Crabs,1273710,0,Copyright 2024 Robot Squid Ltd,windows,Single-player;Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases,Action;Casual;Massively Multiplayer;Free to Play,,74,2023-09-25,0.0,1,Robot Squid;Spilt Milk Studios Ltd,Robot Squid
DRAGON BALL: THE BREAKERS,1276760,0,"©BIRD STUDIO/SHUEISHA, TOEI ANIMATION<br />
©Bandai Namco Entertainment Inc.",windows,Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Family Sharing,Action;Adventure;Casual,{'total': 3937},42,2022-10-13,19.99,1,Dimps Corporation,Bandai Namco Entertainment
Train Station Renovation - First Job,1281080,0,,windows,Single-player,Casual;Indie;Simulation;Strategy,,0,2020-04-21,0.0,1,Live Motion Games,Live Motion Games;PlayWay S.A.
The Test: Hypothesis Rising,1282200,0,,windows,Single-player;Full controller support;Family Sharing,Adventure;Casual;Indie;RPG;Simulation,{'total': 5624},0,2020-04-27,1.99,1,Randumb Studios,Randumb Studios
Hard West 2,1282410,0,,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing,Action;RPG;Strategy,{'total': 2120},38,2022-08-04,29.99,1,Ice Code Games,Good Shepherd Entertainment
Neighbours back From Hell,1283190,0,"© 2020 THQ Nordic AB, Sweden. Developed and published by www.handy-games.com GmbH, Germany / THQ Nordic GmbH, Austria. Neighbours back From Hell, is a trademark of THQ Nordic AB, Sweden. All other brands, product names and logos are trademarks or registered trademarks of their respective owners. All rights reserved.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Adventure;Casual;Strategy,{'total': 2494},11,2020-10-08,14.99,1,Farbworks,HandyGames
